Node ID;X;Y
0;674.387184418162;1853.2105843347836
1;889.556674469677;388.02918375891295
2;1025.507444655903;393.2726860629134
3;1751.001854196924;1652.3236931422111
4;1480.309032206813;757.3596776328449
5;1214.313216072457;851.1416499388471
6;907.5618321832566;300.38542203771425
7;877.1723860317588;195.830664349945
8;1115.8182626911564;1146.7124374683453
9;1386.0528074493757;614.0274119964764
10;981.1322099188455;173.76265120095292
11;1003.6928331204269;376.89205648163846
12;1261.397065824594;282.42956820576313
13;1239.1004110079793;816.5004148596103
14;1438.4728259383921;840.4453163447727
15;450.48309959992315;1501.4460363808057
16;426.79383200361156;623.2094490490823
17;1448.9577996240869;295.5415788730589
18;1034.176225819327;1702.1523706433672
19;1295.3432653862617;873.7425848959743
20;795.0173820959623;1467.52851404078
21;242.77923017201397;1065.0286291501834
22;895.383716333721;1863.1341446882552
23;132.38435949083228;713.1064337507122
24;1291.626276255605;228.55568534896454
25;867.5484544598635;1339.388276411946
26;450.2197146546567;871.3603313902549
27;1783.2310762444235;599.4682320766805
28;1023.4195159851467;327.39115904073435
29;1995.3261683635042;1598.0998615938422
30;868.2534576688605;723.7121027034646
31;1976.6729835018043;1780.7374701991505
32;1771.7489507970417;1621.3328340913756
33;1754.92582709171;679.6416335897757
34;1254.107709661205;1733.8986977897555
35;1067.2067950747364;937.7870421827881
36;1416.8652215571437;1792.2541201632755
37;1321.0397237723791;1914.909250529646
38;622.1832377394489;1769.826050769056
39;295.7637764172252;1343.8431738231764
40;716.7874177562328;1979.9364917089144
41;757.594656593104;992.9317841966194
42;979.5074362306717;10.063708927247283
43;430.9106315050597;1771.7449998615778
44;535.3635700391666;179.1160885428753
45;1943.8974358889282;1661.9734043842716
46;1088.8618352415265;726.0583738791206
47;342.4037910809321;829.7071603843467
48;1929.2529582159125;1894.6472547259846
49;1022.3854147818314;930.4033877278266
50;575.094159568938;1492.5369699732157
51;33.97799881792363;695.2013906869596
52;98.06091173227927;919.0516970707807
53;1443.1256671070096;1837.7424214283908
54;583.2056548391298;1498.855058832774
55;1536.1148016383688;182.32008725320514
56;284.0400881640066;1059.422020495647
57;1490.3589548475445;468.33645584339956
58;334.9535421751348;1664.5749786898455
59;1087.7782443824601;1967.4487013872624
60;1329.1246270823108;1923.437027705564
61;1545.7079352547312;1501.3709094307524
62;1478.1318138790602;330.23705643493196
63;391.7518727027134;1655.9186501476638
64;473.0079233451234;784.9249490343451
65;1078.8503895920555;1271.215702926672
66;1334.6327627725877;1797.1710441542627
67;144.03440614280382;822.4576457208568
68;1386.8741993783447;1154.979615738081
69;278.77935451543624;1363.3568662875853
70;1319.244184725415;1957.2421140858394
71;1426.8604614568346;1340.0632267907092
72;1488.0765460690743;1620.2112164740706
73;167.31845213952724;77.92445529584802
74;481.4534235626944;1265.3725449368017
75;1263.0151286139376;1366.3055152179454
76;178.26643870780367;63.39001482665707
77;1847.1390491256152;1485.462632658836
78;575.102800074337;221.8539504154451
79;568.4447601595862;1212.944364187461
80;1801.502756545061;1987.32159018816
81;174.8203270232065;1032.887473646482
82;213.9418521676124;939.7207922093804
83;574.7121000130464;774.5072207091719
84;207.97597827061654;132.87525751267572
85;1917.4235660426118;1150.046696941348
86;723.1163562151302;604.911388691785
87;539.940835138339;466.6385245219682
88;1301.072125903085;390.62033831224284
89;218.75027320747864;380.9334579838233
90;1636.793293888695;760.8787653225646
91;489.1363526117851;542.5041798827895
92;950.6810535872552;713.4166043132964
93;1862.1661546143948;1215.7928389285075
94;684.9263369187521;35.54588898253552
